id,trigger,conditions,script,text,options,notes
soeMeetCaspian1d,DialogOptionSelected,$option == soe_meetCaspianInsulting,"$option = soe_meetCaspian2
FireBest DialogOptionSelected",,,
soeMeetCaspian2,DialogOptionSelected,$option == soe_meetCaspian2,,"""Come now,"" he says with a wounded look. ""It's a grand old tradition to grumble about the top brass. I'm simply having a bit of a laugh with a new friend of mine. And-"" he speaks louder now, ""And a new friend of the Hegemony, from bottom to top!""

His entourage cheers to this.",soe_meetCaspian3:Continue,
soeMeetCaspian3,DialogOptionSelected,$option == soe_meetCaspian3,,"""We are all but comrades-in-arms, you and I. But where are my manners? Caspian Sang, reporting for duty."" He half-salutes with his drink again, the liquid in the glass approaching but not quite escaping the rim. You catch one of Sang's drinking companions snickering, though it is unclear who the target is.

""Although..."" He puts a finger on his chin, pantomiming deep thought, ""...perhaps I should count you as, at best, an auxiliary comrade. Does your Hegemony commission pay splendidly well? No need to answer of course, friend. It is the business,"" this word he emphasizes, ""of none but yourself.""

""And old man Daud, of course,"" he adds with a wink.","soe_meetCaspianPleasure:""The pleasure is mine, I'm sure.""
soe_meetCaspianPay:""The pay is irrelevant. I stand for the Hegemony.""
soe_meetCaspianBattles:""I win battles for you lot. The pay is so you feel like you're helping.""
soe_meetCaspianBetter:""Daud deserves better than you.""
",
soeMeetCaspianPleasure,DialogOptionSelected,$option == soe_meetCaspianPleasure,,"""Hardly, my good captain!"" He nods reassuringly to his drinking-partners, putting on a show for them. ""Surely it is mine.""",soe_meetCaspian4:Continue,
soeMeetCaspianPay,DialogOptionSelected,$option == soe_meetCaspianPay,,"Sang stands up straight, as if at attention. ""And the restoration of the Domain!"" he shouts, earning a round of ayes and table-pounding from his drinking companions.",soe_meetCaspian4:Continue,
soeMeetCaspianBattles,DialogOptionSelected,$option == soe_meetCaspianBattles,,"Sang's face is overcome with shock and delight; he's found one that fights back. He clutches his chest as if stabbed, his drinking companions hooting and calling at your riposte.

""Where did you come from, captain?"" he says, flicking spilled drink from his off-hand, ""Ludd curse me but the Hegemony can use such talent.""",soe_meetCaspian4:Continue,
soeMeetCaspianBetter,DialogOptionSelected,$option == soe_meetCaspianBetter,,"""And in you, it seems he found it."" Sang speaks lightly, his drinking-partners hooting and calling behind him, but you sense a blade's edge in his words.",soe_meetCaspian4:Continue,
soeMeetCaspian4,DialogOptionSelected,$option == soe_meetCaspian4,,"""I tell you what, I have just the notion."" He decisively quaffs his drink, then proceeds.

""A most spectacular notion. In light of Daud's declaration that you're as much an officer as us, it would only be proper to provide you an opportunity to share an anecdote or two of your wisdom with the cream of the navy, don't you think?""

""House Rao - surely you know the family - is holding the grand ball of this season on Eventide. I shall place your name upon the guest list by invitation of the humble House Sang. Now does that not sound absolutely first-rate? You'll be the talk of the season, I'm sure of it.""","soe_meetCaspianAccept:""I wouldn't miss it for the world.""
soe_meetCaspianMaybe:""I'll think about it.""
soe_meetCaspianDecline:""I must decline your generous invitation.""
",
soeMeetCaspian4accept,DialogOptionSelected,$option == soe_meetCaspianAccept,"$option = soe_meetCaspian5
FireBest DialogOptionSelected","""Most excellent, auxiliary-captain,"" Sang says with a smirk.",,
soeMeetCaspian4maybe,DialogOptionSelected,$option == soe_meetCaspianMaybe,"$option = soe_meetCaspian5
FireBest DialogOptionSelected","""Don't think too long, auxiliary-captain,"" Sang says with a smirk. ""It's decisive action that's brought you to these lofty heights.""",,
soeMeetCaspian4decline,DialogOptionSelected,$option == soe_meetCaspianDecline,"$option = soe_meetCaspian5
FireBest DialogOptionSelected","""The offer stands until you miss all the fun, auxiliary-captain,"" Sang says with a smirk.",,
soeMeetCaspian5,DialogOptionSelected,$option == soe_meetCaspian5,,"""Come to Eventide. And bring that razor wit, for you'll need it.""

With an affected bow, Sang returns to his table. The other young officers whisper and continue to cast wayward looks in your direction.",soe_meetCaspian6:Continue,
soeMeetCaspian6,DialogOptionSelected,$option == soe_meetCaspian6,"EndConversation DO_NOT_FIRE
RestoreSavedVisual
BeginMission soe","Despite Sang's singular attempts at charm, you consider that this might be a good opportunity to meet some people of real influence in the Hegemony.",soe_meetCaspianEnd:Return to the bar,
soeMeetCaspianLeave,DialogOptionSelected,$option == soe_meetCaspianEnd,BarCMD showOptions,,,
,,,,,,
# soe step 2: Arrive at Eventide,,,,,,# Assume the player always shows up 'just in time'
soeArriveEventide,MarketPostDock,"$market.soe_invitedToBall
!$market.soe_sawInvite",$market.soe_sawInvite = true,"Your comms officer notifies you of an incoming message for you, personally. You confirm your identity and access the file. The crest of House Rao of Eventide fills your display, evoking martial tradition, long-held wealth, and prestige.

""You are cordially invited to the grand seasonal ball at the spring estate of House Rao...""","soe_arriveAttendNow:Immediately take a shuttle to the Rao estate
soe_arriveAttendLater:Take care of other business first
soe_deleteInvite:Delete the invitation.",
soeArriveToBusiness,DialogOptionSelected,$option == soe_arriveAttendLater,FireBest MarketPostDock,,,
soeArriveBallAgain,PopulateOptions,"$market.soe_invitedToBall
$market.soe_sawInvite
$menuState == main",,You have been invited to the grand seasonal ball to be held at the estate of House Rao. ,"3:soe_arriveAttendNow:Take a shuttle to the Rao estate
4:soe_arriveAttendNever:Delete the invitation.",
soeDeleteInviteNever,DialogOptionSelected,$option == soe_arriveAttendNever,"$option = soe_deleteInvite 0
FireBest DialogOptionSelected",,,
soeDeleteInvite,DialogOptionSelected,$option == soe_deleteInvite,"$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen","With a quick tap you delete the invitation forever.

You, attending a ball with a bunch of fancy aristocrats? With that insufferable Caspian Sang? No good could come of it.",,
soeArriveToBall,DialogOptionSelected,$option == soe_arriveAttendNow,,"As you don your best apparel as a shuttle is prepared, and you consider your primary goal, which is to...","soe_toBallConnections:Make useful connections in the Hegemony officer corps
soe_toBallGoodTime:It's a party! Just have a good time
soe_toBallDisgraceSang:Find a way to disgrace Caspian Sang
soe_toBallOpenMind:Keep an open mind and watch for opportunities
",
soeToBallConnections,DialogOptionSelected,$option == soe_toBallConnections,"$player.soe_goalConnections = true 0
$option = soe_houseRao1 0
FireBest DialogOptionSelected",,,
soeToBallGoodTime,DialogOptionSelected,$option == soe_toBallGoodTime,"$player.soe_goalGoodTime = true 0
$option = soe_houseRao1 0
FireBest DialogOptionSelected",,,
soeToBallDisgraceSang,DialogOptionSelected,$option == soe_toBallDisgraceSang,"$player.soe_goalDisgraceSang = true 0
$option = soe_houseRao1 0
FireBest DialogOptionSelected",,,
soeToBallOpenMind,DialogOptionSelected,$option == soe_toBallOpenMind,"$player.soe_goalOpenMind = true 0
$option = soe_houseRao1 0
FireBest DialogOptionSelected",,,
soeHouseRao1,DialogOptionSelected,$option == soe_houseRao1,ShowImageVisual eventide,"Your shuttle follows a course to the surface authorized by the datakey attached to your invitation to the grand spring ball of Eventide.

You watch as the sprawling spires and annexes of House Rao's spring manor rise on the horizon from a fertile, protected valley. The battlements of vast storm clouds stream beyond distant ridgelines by some quirk of geography which channels airflow around this eye of calm.",soe_houseRao2:Continue,
soeHouseRao2,DialogOptionSelected,$option == soe_houseRao2,,"Your shuttle descends through shafts of light reflected from orbital mirrors. You observe that on this occasion the Raos have arranged for artful placement of the mirrors to provide dramatic mirrorsets in several vistas viewable from the manor.

Upon landing you are intercepted and greeted by a human servitor in a crimson and silver house uniform. Your pilots and bodyguards, meanwhile, are directed toward a utilitarian waiting area stocked with ample refreshments.",soe_houseRao3:Continue,
soeHouseRao3,DialogOptionSelected,$option == soe_houseRao3,,"You are led to a bulbous lift with no visible control interface. As soon as the doors close, it begins a smooth ascent toward the spires of the manor while the servitor makes soothing inquiries about your trip. 

There is no perceptible change in subjective gravity as the lift accelerates upward; the agrav plates here are very finely tuned indeed.",soe_houseRao4:Continue,
soeHouseRao4,DialogOptionSelected,$option == soe_houseRao4,,"The servitor whisks you past soaring windows blazing with the light of mirrorset to a grand set of doors. They signal for you to wait for just a moment, following some opaque choreography of the event. Within a minute, it is your time. 

The grand doors swing open with the silent gravity of the celestial spheres, sweeping you into the ballroom of House Rao.",soe_houseRao5:Enter the ballroom,
soeHouseRao5,DialogOptionSelected,$option == soe_houseRao5,Call $global.soe_ref addMusicPlayer,"""$playerName,"" your name rings through the great hall. A brief pause, then ""Commissioned auxiliary officer of the Hegemony Navy.""

A few heads turn to take you in. There, a dismissive brow raise, there a too-quick flick of the eyes. The attendees seem little bothered to match your name to a face.

Resplendent brass of the Hegemony Navy dominate the crowd, though there are a smattering from the Legion as well as the various ministries spun off from the naval hierarchy. ",soe_houseRao6:Continue,
soeHouseRao6,DialogOptionSelected,$option == soe_houseRao6,FireAll SOEBallEntranceGoal,"Less overt but as numerous are civilians in suit, dress, and robe that generally but not as a rule evoke the martial character of Hegemony rule. Despite the political climate, you even recognize the characteristic dress of several other major factions, religions, and independent megacorporations; diplomats, business execs, holo-actors, priests, and even a cluster bearing the garb of tenured Galatia Academy academicians.

Now you can get to doing what you came here for.",,
soeHouseRaoGoalSchmooze,SOEBallEntranceGoal,$player.soe_goalConnections,,,soa_houseRaoSchmooze:Introduce yourself to someone important,
soeHouseRaoGoalParty,SOEBallEntranceGoal,$player.soe_goalGoodTime,,,soa_houseRaoParty:Get the party started! Step 1- find a drink,
soeHouseRaoGoalRevenge,SOEBallEntranceGoal,$player.soe_goalDisgraceSang,,,soa_houseRaoRevenge:Scan the crowd for the insufferable Caspian Sang,
soeHouseRaoGoalUnsure,SOEBallEntranceGoal,$player.soe_goalOpenMind,,,soe_houseRaoUnsure:Get a feel for the room before taking any action,
soeHouseRaoSchmooze1,DialogOptionSelected,$option == soa_houseRaoSchmooze,,"Your eyes roam over the crowd, looking for the push and pull of influence. You note the figures of vast power moving through the space, attracting satellites and disturbing orbits. There, a space marshall of the reserve fleet; there, the prime executor of Eventide's planetary government. There, the chief operations officer of a major military contractor.

""$PlayerSirOrMadam."" A human servitor interrupts your train of thought, offering a tray filled with delicate glasses of something effervescent.","soe_takeDrink:Take a glass
soe_noDrink:Wave them away",
